Gene	Description
Glyma.15G206800	stress.biotic
Glyma.15G203600	signalling.receptor kinases.leucine rich repeat
Glyma.15G209300	signalling.receptor kinases.leucine rich repeat
Glyma.15G218200	signalling.receptor kinases.leucine rich repeat
Glyma.15G219500	stress.biotic.signalling.MLO-like
Glyma.15G205200	stress.biotic.PR-proteins
Glyma.15G225000	protein.degradation.cysteine protease
Glyma.15G225200	stress.biotic
Glyma.15G226100	stress.biotic
Glyma.15G227500	protein.degradation.cysteine protease
Glyma.15G227800	signalling.receptor kinases.leucine rich repeat
Glyma.15G230700	stress.biotic
Glyma.15G230800	stress.biotic
Glyma.15G230900	stress.biotic
Glyma.15G231100	stress.biotic
Glyma.15G231300	stress.biotic
Glyma.15G231500	stress.biotic
Glyma.15G232400	stress.biotic.PR-proteins
Glyma.15G232600	stress.biotic.PR-proteins
Glyma.15G232700	stress.biotic.PR-proteins
Glyma.15G232800	stress.biotic
Glyma.15G233100	stress.biotic
Glyma.15G233200	stress.biotic
Glyma.15G233400	stress.biotic
Glyma.15G237200	signalling.receptor kinases.leucine rich repeat
Glyma.15G244600	misc.peroxidases
Glyma.15G246100	stress.biotic.PR-proteins
Glyma.15G246800	stress.biotic.PR-proteins
Glyma.15G247400	stress.biotic.PR-proteins
Glyma.15G247500	stress.biotic
Glyma.15G247600	stress.biotic.PR-proteins
Glyma.15G248100	stress.biotic
Glyma.15G250900	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.15G252600	signalling.receptor kinases.leucine rich repeat
Glyma.15G254300	signalling.receptor kinases.leucine rich repeat
Glyma.15G254700	stress.biotic
Glyma.15G259500	misc.peroxidases
Glyma.15G265900	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.15G271600	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.16G006400	stress.biotic.PR-proteins
Glyma.16G009200	stress.biotic.PR-proteins.proteinase inhibitors.trypsin inhibitor
Glyma.16G009900	signalling.receptor kinases.leucine rich repeat
Glyma.16G015000	signalling.receptor kinases.leucine rich repeat
Glyma.16G031600	stress.biotic.PR-proteins
Glyma.16G031700	stress.biotic.PR-proteins
Glyma.16G033900	stress.biotic.PR-proteins
Glyma.16G047300	signalling.receptor kinases.leucine rich repeat
Glyma.16G048200	signalling.receptor kinases.leucine rich repeat
Glyma.16G055900	misc.peroxidases
Glyma.16G064100	signalling.receptor kinases.leucine rich repeat
Glyma.16G064200	signalling.receptor kinases.leucine rich repeat
Glyma.16G064800	signalling.receptor kinases.leucine rich repeat
Glyma.16G065000	signalling.receptor kinases.leucine rich repeat
Glyma.16G065700	signalling.receptor kinases.leucine rich repeat
Glyma.16G078800	signalling.receptor kinases.leucine rich repeat
Glyma.16G078900	signalling.receptor kinases.leucine rich repeat
Glyma.16G079400	stress.biotic
Glyma.16G080100	stress.biotic.signalling.MLO-like
Glyma.16G082700	protein.degradation.serine protease
Glyma.16G085700	stress.biotic.PR-proteins
Glyma.16G085900	stress.biotic.PR-proteins
Glyma.16G086500	stress.biotic.PR-proteins
Glyma.16G086700	stress.biotic.PR-proteins
Glyma.16G087100	stress.biotic.PR-proteins
Glyma.16G092900	stress.biotic
Glyma.16G095900	protein.degradation.cysteine protease
Glyma.16G107800	signalling.receptor kinases.leucine rich repeat
Glyma.16G107200	protein.degradation.cysteine protease
Glyma.16G106200	signalling.receptor kinases.leucine rich repeat
Glyma.16G105900	signalling.receptor kinases.leucine rich repeat
Glyma.16G105800	signalling.receptor kinases.leucine rich repeat
Glyma.16G100100	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.16G096300	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.16G111900	stress.biotic.signalling.MLO-like
Glyma.16G112600	signalling.receptor kinases.leucine rich repeat
Glyma.16G118600	stress.biotic.PR-proteins
Glyma.16G119200	stress.biotic
Glyma.16G122500	protein.degradation.aspartate protease
Glyma.16G122700	protein.degradation.aspartate protease
Glyma.16G125300	signalling.receptor kinases.leucine rich repeat
Glyma.16G125600	signalling.receptor kinases.leucine rich repeat
Glyma.16G125800	signalling.receptor kinases.leucine rich repeat
Glyma.16G126000	signalling.receptor kinases.leucine rich repeat
Glyma.16G126100	signalling.receptor kinases.leucine rich repeat
Glyma.16G126900	stress.biotic
Glyma.16G127100	stress.biotic
Glyma.16G127900	stress.biotic.PR-proteins
Glyma.16G128000	stress.biotic.PR-proteins
Glyma.16G130400	signalling.receptor kinases.leucine rich repeat
Glyma.16G130700	protein.degradation.serine protease
Glyma.16G130900	protein.degradation.serine protease
Glyma.16G131500	signalling.receptor kinases.leucine rich repeat
Glyma.16G132800	misc.peroxidases
Glyma.16G133000	misc.peroxidases
Glyma.16G133200	hormone metabolism.ethylene.induced-regulated-responsive-activated
Glyma.16G135200	stress.biotic.PR-proteins
Glyma.16G135500	stress.biotic.PR-proteins
Glyma.16G135900	stress.biotic.PR-proteins
Glyma.16G136000	stress.biotic.PR-proteins
Glyma.16G136200	stress.biotic.PR-proteins
Glyma.16G136600	stress.biotic.PR-proteins
Glyma.16G137000	stress.biotic.PR-proteins
Glyma.16G137200	stress.biotic.PR-proteins
Glyma.16G137300	stress.biotic.PR-proteins
Glyma.16G137600	stress.biotic.PR-proteins
Glyma.16G143300	stress.biotic
Glyma.16G145300	protein.degradation.serine protease
Glyma.16G145500	stress.biotic.signalling.MLO-like
Glyma.16G145600	stress.biotic.signalling.MLO-like
Glyma.16G145700	protein.degradation.serine protease
Glyma.16G147400	stress.biotic.PR-proteins
Glyma.16G148900	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.16G150400	protein.degradation.cysteine protease
Glyma.16G156100	signalling.receptor kinases.leucine rich repeat
Glyma.16G156200	signalling.receptor kinases.leucine rich repeat
Glyma.16G159100	stress.biotic.PR-proteins
Glyma.16G159300	stress.biotic.PR-proteins
Glyma.16G159400	stress.biotic.PR-proteins
Glyma.16G159500	stress.biotic.PR-proteins
Glyma.16G159600	stress.biotic.PR-proteins
Glyma.16G159700	stress.biotic.PR-proteins
Glyma.16G164200	misc.peroxidases
Glyma.16G164300	misc.peroxidases
Glyma.16G164400	misc.peroxidases
Glyma.16G168700	signalling.receptor kinases.leucine rich repeat
Glyma.16G169000	signalling.receptor kinases.leucine rich repeat
Glyma.16G169100	signalling.receptor kinases.leucine rich repeat
Glyma.16G169200	signalling.receptor kinases.leucine rich repeat
Glyma.16G169300	signalling.receptor kinases.leucine rich repeat
Glyma.16G169400	signalling.receptor kinases.leucine rich repeat
Glyma.16G169500	signalling.receptor kinases.leucine rich repeat
Glyma.16G169600	signalling.receptor kinases.leucine rich repeat
Glyma.16G169700	signalling.receptor kinases.leucine rich repeat
Glyma.16G169900	signalling.receptor kinases.leucine rich repeat
Glyma.16G170700	signalling.receptor kinases.leucine rich repeat
Glyma.16G170800	signalling.receptor kinases.leucine rich repeat
Glyma.16G170900	signalling.receptor kinases.leucine rich repeat
Glyma.16G171000	signalling.receptor kinases.leucine rich repeat
Glyma.16G171100	signalling.receptor kinases.leucine rich repeat
Glyma.16G171200	signalling.receptor kinases.leucine rich repeat
Glyma.16G171400	signalling.receptor kinases.leucine rich repeat
Glyma.U006500	signalling.receptor kinases.leucine rich repeat
Glyma.16G171500	signalling.receptor kinases.leucine rich repeat
Glyma.16G171600	signalling.receptor kinases.leucine rich repeat
Glyma.16G172100	signalling.receptor kinases.leucine rich repeat
Glyma.16G172200	signalling.receptor kinases.leucine rich repeat
Glyma.16G172300	signalling.receptor kinases.leucine rich repeat
Glyma.16G173000	stress.biotic
Glyma.16G173900	signalling.receptor kinases.leucine rich repeat
Glyma.16G174000	signalling.receptor kinases.leucine rich repeat
Glyma.16G174600	signalling.receptor kinases.leucine rich repeat
Glyma.16G175000	signalling.receptor kinases.leucine rich repeat
Glyma.16G174800	signalling.receptor kinases.leucine rich repeat
Glyma.16G174700	signalling.receptor kinases.leucine rich repeat
Glyma.16G176600	signalling.receptor kinases.leucine rich repeat
Glyma.16G176800	signalling.receptor kinases.leucine rich repeat
Glyma.16G176900	signalling.receptor kinases.leucine rich repeat
Glyma.16G182500	protein.degradation.serine protease
Glyma.16G182700	signalling.receptor kinases.leucine rich repeat
Glyma.U007900	signalling.receptor kinases.leucine rich repeat
Glyma.16G191200	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.16G184500	signalling.receptor kinases.leucine rich repeat
Glyma.16G184700	signalling.receptor kinases.leucine rich repeat
Glyma.16G184800	signalling.receptor kinases.leucine rich repeat
Glyma.16G185300	signalling.receptor kinases.leucine rich repeat
Glyma.16G185700	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.16G185800	signalling.receptor kinases.leucine rich repeat
Glyma.16G186100	signalling.receptor kinases.leucine rich repeat
Glyma.16G186200	signalling.receptor kinases.leucine rich repeat
Glyma.U044400	signalling.receptor kinases.leucine rich repeat
Glyma.16G186900	signalling.receptor kinases.leucine rich repeat
Glyma.16G187000	signalling.receptor kinases.leucine rich repeat
Glyma.16G187200	signalling.receptor kinases.leucine rich repeat
Glyma.16G187300	signalling.receptor kinases.leucine rich repeat
Glyma.16G187400	signalling.receptor kinases.leucine rich repeat
Glyma.16G190800	signalling.receptor kinases.leucine rich repeat
Glyma.16G188000	signalling.receptor kinases.leucine rich repeat
Glyma.16G184000	signalling.receptor kinases.leucine rich repeat
Glyma.16G184100	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.16G184200	signalling.receptor kinases.leucine rich repeat
Glyma.16G184300	signalling.receptor kinases.leucine rich repeat
Glyma.16G184400	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.16G188500	signalling.receptor kinases.leucine rich repeat
Glyma.16G188700	signalling.receptor kinases.leucine rich repeat
Glyma.16G188800	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.16G190000	signalling.receptor kinases.leucine rich repeat
Glyma.16G190400	signalling.receptor kinases.leucine rich repeat
Glyma.16G190500	signalling.receptor kinases.leucine rich repeat
Glyma.16G191300	signalling.receptor kinases.leucine rich repeat
Glyma.16G191500	signalling.receptor kinases.leucine rich repeat
Glyma.16G191800	signalling.receptor kinases.leucine rich repeat
Glyma.16G191900	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.16G192300	signalling.receptor kinases.leucine rich repeat
Glyma.16G192600	signalling.receptor kinases.leucine rich repeat
Glyma.16G192800	signalling.receptor kinases.leucine rich repeat
Glyma.16G193300	signalling.receptor kinases.leucine rich repeat
Glyma.16G193400	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.16G193500	signalling.receptor kinases.leucine rich repeat
Glyma.16G193600	signalling.receptor kinases.leucine rich repeat
Glyma.16G193700	signalling.receptor kinases.leucine rich repeat
Glyma.U044700	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.16G193900	signalling.receptor kinases.leucine rich repeat
Glyma.16G196800	protein.degradation.serine protease
Glyma.16G200300	misc.peroxidases
Glyma.16G202300	stress.biotic
Glyma.16G203300	signalling.receptor kinases.leucine rich repeat
Glyma.16G205100	signalling.receptor kinases.leucine rich repeat
Glyma.16G205700	protein.degradation.serine protease
Glyma.16G207500	misc.peroxidases
Glyma.16G209000	stress.biotic.PR-proteins
Glyma.16G210100	signalling.receptor kinases.leucine rich repeat
Glyma.16G210500	signalling.receptor kinases.leucine rich repeat
Glyma.16G210600	stress.biotic.PR-proteins
Glyma.16G210800	stress.biotic.PR-proteins
Glyma.16G211400	stress.biotic.PR-proteins
Glyma.16G211800	stress.biotic.PR-proteins.proteinase inhibitors.trypsin inhibitor
Glyma.16G212100	stress.biotic.PR-proteins.proteinase inhibitors.trypsin inhibitor
Glyma.16G212200	stress.biotic.PR-proteins.proteinase inhibitors.trypsin inhibitor
Glyma.16G212300	stress.biotic.PR-proteins
Glyma.16G212400	stress.biotic.PR-proteins.proteinase inhibitors.trypsin inhibitor
Glyma.16G212500	stress.biotic.PR-proteins.proteinase inhibitors.trypsin inhibitor
Glyma.16G213700	stress.biotic.PR-proteins
Glyma.16G213900	stress.biotic.PR-proteins
Glyma.16G214100	stress.biotic.PR-proteins
Glyma.16G214200	stress.biotic.PR-proteins
Glyma.16G214300	stress.biotic.PR-proteins
Glyma.16G214500	stress.biotic.PR-proteins
Glyma.16G214600	stress.biotic.PR-proteins
Glyma.U035700	stress.biotic.PR-proteins
Glyma.16G214800	stress.biotic.PR-proteins
Glyma.16G214900	stress.biotic.PR-proteins
Glyma.16G215000	stress.biotic.PR-proteins
Glyma.16G215100	stress.biotic.PR-proteins
Glyma.16G215300	stress.biotic.PR-proteins
Glyma.16G215400	stress.biotic.PR-proteins
Glyma.17G010900	misc.peroxidases
Glyma.17G011500	protein.degradation.aspartate protease
Glyma.17G013600	misc.peroxidases
Glyma.17G015000	stress.biotic
Glyma.17G016500	protein.degradation.aspartate protease
Glyma.17G027100	protein.degradation.cysteine protease
Glyma.17G033500	stress.biotic.PR-proteins
Glyma.17G036200	misc.peroxidases
Glyma.17G037000	protein.degradation.serine protease
Glyma.17G043200	protein.degradation.aspartate protease
Glyma.13G321000	protein.degradation.aspartate protease
Glyma.13G321200	protein.degradation.serine protease
Glyma.17G047900	signalling.receptor kinases.leucine rich repeat
Glyma.17G048100	stress.biotic.PR-proteins.proteinase inhibitors.trypsin inhibitor
Glyma.17G049000	protein.degradation.cysteine protease
Glyma.17G052900	misc.peroxidases
Glyma.17G053000	misc.peroxidases
Glyma.17G061400	misc.peroxidases
Glyma.17G064400	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.17G064500	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.17G064600	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.17G066000	stress.biotic
Glyma.17G071700	signalling.receptor kinases.leucine rich repeat
Glyma.17G073200	protein.degradation.serine protease
Glyma.17G076100	stress.biotic
Glyma.17G078300	stress.biotic.respiratory burst
Glyma.17G080300	protein.degradation.serine protease
Glyma.17G087000	signalling.receptor kinases.leucine rich repeat
Glyma.17G087700	signalling.receptor kinases.leucine rich repeat
Glyma.17G092000	protein.degradation.serine protease
Glyma.17G096500	signalling.receptor kinases.leucine rich repeat
Glyma.17G103400	signalling.receptor kinases.leucine rich repeat
Glyma.17G103500	stress.biotic
Glyma.17G111100	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.17G119800	signalling.receptor kinases.leucine rich repeat
Glyma.17G123100	signalling.receptor kinases.leucine rich repeat
Glyma.17G124100	hormone metabolism.ethylene.signal transduction
Glyma.17G126300	protein.degradation.cysteine protease
Glyma.17G136100	protein.degradation.serine protease
Glyma.17G137300	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.17G139500	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.17G139800	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.17G139900	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.17G140000	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.17G140200	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.17G140300	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.17G140400	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.17G145400	hormone metabolism.ethylene.signal transduction
Glyma.17G146500	stress.biotic
Glyma.17G147700	protein.degradation.serine protease
Glyma.17G150200	protein.degradation.serine protease
Glyma.17G151100	protein.degradation.serine protease
Glyma.17G154500	signalling.receptor kinases.leucine rich repeat
Glyma.17G156300	signalling.receptor kinases.leucine rich repeat
Glyma.17G156500	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.17G163200	misc.peroxidases
Glyma.17G164600	stress.biotic.signalling
Glyma.17G167600	signalling.receptor kinases.leucine rich repeat
Glyma.17G168300	protein.degradation.cysteine protease
Glyma.17G169300	signalling.receptor kinases.leucine rich repeat
Glyma.17G170100	hormone metabolism.ethylene.signal transduction
Glyma.17G170400	protein.degradation.cysteine protease
Glyma.17G171100	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.17G177800	misc.peroxidases
Glyma.17G179200	stress.biotic.PR-proteins
Glyma.17G179400	stress.biotic.PR-proteins
Glyma.17G179500	stress.biotic.PR-proteins
Glyma.17G180000	stress.biotic.PR-proteins
Glyma.17G180100	stress.biotic.PR-proteins
Glyma.17G180300	stress.biotic.PR-proteins
Glyma.17G181400	hormone metabolism.ethylene.signal transduction
Glyma.17G187200	signalling.receptor kinases.leucine rich repeat
Glyma.17G190400	protein.degradation.serine protease
Glyma.17G196200	signalling.receptor kinases.leucine rich repeat
Glyma.17G197100	stress.biotic.PR-proteins
Glyma.17G198700	misc.peroxidases
Glyma.17G216100	hormone metabolism.ethylene.signal transduction
Glyma.17G217000	stress.biotic
Glyma.17G221400	misc.peroxidases
Glyma.17G221600	stress.biotic
Glyma.17G226100	signalling.receptor kinases.leucine rich repeat
Glyma.17G228100	protein.degradation.metalloprotease
Glyma.17G239000	protein.degradation.cysteine protease
Glyma.17G239300	signalling.receptor kinases.leucine rich repeat
Glyma.17G244900	protein.degradation.serine protease
Glyma.17G245500	stress.biotic.PR-proteins
Glyma.17G245600	stress.biotic
Glyma.17G248300	stress.biotic
Glyma.17G253800	misc.peroxidases
Glyma.17G254900	protein.degradation.cysteine protease
Glyma.17G258500	stress.biotic
Glyma.17G258600	stress.biotic
Glyma.17G260100	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.18G000900	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.18G003700	protein.degradation.cysteine protease
Glyma.18G008400	protein.degradation.cysteine protease
Glyma.18G019400	protein.degradation.aspartate protease
Glyma.18G021800	misc.peroxidases
Glyma.18G023500	signalling.receptor kinases.leucine rich repeat
Glyma.18G039000	protein.degradation.serine protease
Glyma.18G051100	signalling.receptor kinases.leucine rich repeat
Glyma.18G055300	misc.peroxidases
Glyma.18G055400	misc.peroxidases
Glyma.18G055500	misc.peroxidases
Glyma.18G055600	misc.peroxidases
Glyma.18G065600	protein.degradation.metalloprotease
Glyma.18G069300	hormone metabolism.ethylene.signal transduction
Glyma.18G073600	signalling.receptor kinases.leucine rich repeat
Glyma.18G076900	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.18G077900	stress.biotic
Glyma.18G078000	stress.biotic
Glyma.18G082100	stress.biotic
Glyma.18G082200	stress.biotic
Glyma.18G082300	stress.biotic
Glyma.18G082400	stress.biotic
Glyma.18G082800	stress.biotic
Glyma.18G083200	stress.biotic
Glyma.18G083600	stress.biotic
Glyma.18G083900	stress.biotic
Glyma.18G084200	protein.degradation.cysteine protease
Glyma.18G084300	stress.biotic
Glyma.18G084400	stress.biotic
Glyma.18G086200	stress.biotic
Glyma.18G086500	stress.biotic
Glyma.18G087000	stress.biotic
Glyma.18G087300	stress.biotic
Glyma.18G087400	stress.biotic
Glyma.18G087700	stress.biotic
Glyma.18G087800	stress.biotic
Glyma.18G088400	stress.biotic
Glyma.18G088900	stress.biotic
Glyma.18G086600	stress.biotic
Glyma.18G091800	stress.biotic
Glyma.18G086900	stress.biotic
Glyma.18G091600	hormone metabolism.ethylene.signal transduction
Glyma.18G093300	stress.biotic
Glyma.18G093400	stress.biotic
Glyma.18G093500	stress.biotic
Glyma.18G093600	stress.biotic
Glyma.18G093800	stress.biotic
Glyma.18G093900	stress.biotic
Glyma.18G094200	stress.biotic
Glyma.18G097500	protein.degradation.metalloprotease
Glyma.18G098200	protein.degradation.serine protease
Glyma.18G099200	stress.biotic
Glyma.18G103700	protein.degradation.cysteine protease
Glyma.18G105100	stress.biotic
Glyma.18G108900	stress.biotic
Glyma.18G111400	stress.biotic
Glyma.18G111700	protein.degradation.serine protease
Glyma.18G116600	stress.biotic.PR-proteins
Glyma.18G116800	signalling.receptor kinases.leucine rich repeat
Glyma.18G117800	stress.biotic.PR-proteins
Glyma.18G120200	stress.biotic
Glyma.18G120700	stress.biotic
Glyma.18G120800	stress.biotic
Glyma.18G120900	stress.biotic
Glyma.18G127900	stress.biotic.PR-proteins
Glyma.18G128000	stress.biotic.PR-proteins
Glyma.18G128700	signalling.receptor kinases.leucine rich repeat
Glyma.18G129500	protein.degradation.cysteine protease
Glyma.18G131300	protein.degradation.metalloprotease
Glyma.18G131600	misc.peroxidases
Glyma.18G137700	protein.degradation.cysteine protease
Glyma.18G144700	hormone metabolism.ethylene.signal transduction
Glyma.18G153100	protein.degradation.serine protease
Glyma.18G159300	signalling.receptor kinases.leucine rich repeat
Glyma.18G175700	signalling.receptor kinases.leucine rich repeat
Glyma.18G175700	signalling.receptor kinases.leucine rich repeat
Glyma.18G176000	signalling.receptor kinases.leucine rich repeat
Glyma.18G177000	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.18G181800	protein.degradation.serine protease
Glyma.18G190000	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.18G190900	stress.biotic
Glyma.18G191400	stress.biotic.PR-proteins.proteinase inhibitors.trypsin inhibitor
Glyma.18G191700	signalling.receptor kinases.leucine rich repeat
Glyma.18G191700	stress.biotic
Glyma.18G193800	signalling.receptor kinases.leucine rich repeat
Glyma.18G195200	signalling.receptor kinases.leucine rich repeat
Glyma.18G198000	signalling.receptor kinases.leucine rich repeat
Glyma.18G198200	signalling.receptor kinases.leucine rich repeat
Glyma.18G199000	signalling.receptor kinases.leucine rich repeat
Glyma.18G199100	signalling.receptor kinases.leucine rich repeat
Glyma.18G199200	signalling.receptor kinases.leucine rich repeat
Glyma.18G202200	protein.degradation.serine protease
Glyma.18G203800	protein.degradation.metalloprotease
Glyma.18G204400	signalling.receptor kinases.leucine rich repeat
Glyma.18G204300	signalling.receptor kinases.leucine rich repeat
Glyma.18G204600	signalling.receptor kinases.leucine rich repeat
Glyma.18G204500	signalling.receptor kinases.leucine rich repeat
Glyma.18G205500	signalling.receptor kinases.leucine rich repeat
Glyma.18G205600	signalling.receptor kinases.leucine rich repeat
Glyma.18G206400	signalling.receptor kinases.leucine rich repeat
Glyma.18G207700	stress.biotic.PR-proteins
Glyma.18G211000	misc.peroxidases
Glyma.18G211100	misc.peroxidases
Glyma.18G213600	signalling.receptor kinases.leucine rich repeat
Glyma.18G214300	stress.biotic
Glyma.18G216200	signalling.receptor kinases.leucine rich repeat
Glyma.18G226500	stress.biotic.PR-proteins
Glyma.18G231000	stress.biotic
Glyma.18G240800	signalling.receptor kinases.leucine rich repeat
Glyma.18G242900	protein.degradation.serine protease
Glyma.18G243100	protein.degradation.aspartate protease
Glyma.18G246400	signalling.receptor kinases.leucine rich repeat
Glyma.18G249700	signalling.receptor kinases.leucine rich repeat
Glyma.18G249900	signalling.receptor kinases.leucine rich repeat
Glyma.18G250500	signalling.receptor kinases.leucine rich repeat
Glyma.18G250900	signalling.receptor kinases.leucine rich repeat
Glyma.18G251200	signalling.receptor kinases.leucine rich repeat
Glyma.18G252200	hormone metabolism.ethylene.signal transduction
Glyma.18G252400	hormone metabolism.ethylene.signal transduction
Glyma.18G254000	signalling.receptor kinases.leucine rich repeat
Glyma.18G254300	signalling.receptor kinases.leucine rich repeat
Glyma.18G254400	signalling.receptor kinases.leucine rich repeat
Glyma.18G254500	signalling.receptor kinases.leucine rich repeat
Glyma.18G254600	signalling.receptor kinases.leucine rich repeat
Glyma.18G254700	signalling.receptor kinases.leucine rich repeat
Glyma.18G257800	signalling.receptor kinases.leucine rich repeat
Glyma.18G259700	protein.degradation.metalloprotease
Glyma.18G266700	protein.degradation.serine protease
Glyma.18G266900	stress.biotic
Glyma.18G267000	signalling.receptor kinases.leucine rich repeat
Glyma.18G267100	stress.biotic
Glyma.18G268000	signalling.receptor kinases.leucine rich repeat
Glyma.18G269500	stress.biotic
Glyma.18G273000	signalling.receptor kinases.leucine rich repeat
Glyma.18G280300	stress.biotic
Glyma.18G280400	stress.biotic.PR-proteins
Glyma.18G281500	stress.biotic.PR-proteins
Glyma.18G281600	stress.biotic.PR-proteins
Glyma.18G281700	stress.biotic.PR-proteins
Glyma.18G281700	protein.degradation.cysteine protease
Glyma.18G282200	protein.degradation.serine protease
Glyma.18G282600	stress.biotic.PR-proteins
Glyma.18G283100	protein.degradation.aspartate protease
Glyma.18G283200	stress.biotic
Glyma.U008900	stress.biotic
Glyma.18G283400	stress.biotic
Glyma.18G284100	signalling.receptor kinases.leucine rich repeat
Glyma.18G287000	stress.biotic
Glyma.18G287100	stress.biotic
Glyma.18G291900	protein.degradation.serine protease
Glyma.18G294200	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.18G301700	signalling.receptor kinases.leucine rich repeat
Glyma.19G002300	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.19G001700	protein.degradation.metalloprotease
Glyma.19G007200	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.19G007800	protein.degradation.serine protease
Glyma.19G013400	misc.peroxidases
Glyma.19G013900	stress.biotic
Glyma.19G014200	protein.degradation.metalloprotease
Glyma.19G014300	protein.degradation.metalloprotease
Glyma.19G014400	protein.degradation.metalloprotease
Glyma.19G014500	protein.degradation.metalloprotease
Glyma.19G018400	stress.biotic
Glyma.19G022700	stress.biotic.PR-proteins
Glyma.19G023700	signalling.receptor kinases.leucine rich repeat
Glyma.19G037100	stress.biotic
Glyma.19G040200	protein.degradation.metalloprotease
Glyma.19G043200	stress.biotic
Glyma.19G042600	stress.biotic
Glyma.19G045800	protein.degradation.serine protease
Glyma.19G054700	stress.biotic.PR-proteins
Glyma.19G054900	stress.biotic.PR-proteins
Glyma.19G055000	stress.biotic.PR-proteins
Glyma.19G060800	signalling.receptor kinases.leucine rich repeat
Glyma.19G063800	signalling.receptor kinases.leucine rich repeat
Glyma.19G070600	signalling.receptor kinases.leucine rich repeat
Glyma.19G066200	misc.peroxidases
Glyma.19G074700	stress.biotic.signalling.MLO-like
Glyma.19G075800	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.19G076200	stress.biotic
Glyma.19G081200	signalling.receptor kinases.leucine rich repeat
Glyma.19G085600	stress.biotic
Glyma.19G085900	stress.biotic
Glyma.19G091800	misc.peroxidases
Glyma.19G100700	signalling.receptor kinases.leucine rich repeat
Glyma.19G100800	signalling.receptor kinases.leucine rich repeat
Glyma.19G109300	stress.biotic
Glyma.19G115000	signalling.receptor kinases.leucine rich repeat
Glyma.19G118100	misc.peroxidases
Glyma.19G128000	protein.degradation.serine protease
Glyma.19G128100	protein.degradation.serine protease
Glyma.19G128200	protein.degradation.serine protease
Glyma.19G134100	stress.biotic
Glyma.19G134200	stress.biotic
Glyma.19G134300	stress.biotic
Glyma.19G135400	stress.biotic
Glyma.19G135500	stress.biotic
Glyma.19G135600	stress.biotic
Glyma.19G135700	stress.biotic
Glyma.19G135800	stress.biotic
Glyma.19G136900	stress.biotic
Glyma.19G137000	stress.biotic
Glyma.19G137200	stress.biotic
Glyma.19G137900	stress.biotic
Glyma.19G139400	stress.biotic
Glyma.19G139500	stress.biotic
Glyma.19G139600	stress.biotic
Glyma.19G139700	stress.biotic
Glyma.19G139800	protein.degradation.metalloprotease
Glyma.19G140100	signalling.receptor kinases.leucine rich repeat
Glyma.19G143300	signalling.receptor kinases.leucine rich repeat
Glyma.19G145200	signalling.receptor kinases.leucine rich repeat
Glyma.19G148800	misc.peroxidases
Glyma.19G150900	stress.biotic.PR-proteins
Glyma.19G151000	stress.biotic.PR-proteins
Glyma.19G151100	stress.biotic.PR-proteins
Glyma.19G151200	stress.biotic.PR-proteins
